엘에이티,r311060
노루페인트,r090350
아모레퍼시픽,r090430
아이오케이,r078860
동우팜투테이블,r088910
롯데관광개발,r032350
제이브이엠,r054950
평화산업,r090080
우진플라임,r049800
팅크웨어,r084730
신세계I&C,r035510
진바이오텍,r086060
정산애강,r022220
진도,r088790
에이스테크,r088800
맥쿼리인프라,r088980
롯데쇼핑,r023530
셀트리온제약,r068760
GST,r083450
에너토크,r019990
제우스,r079370
한일네트웍스,r046110
뉴프렉스,r085670
유진테크,r084370
크리스탈,r083790
바이로메드,r084990
바이오니아,r064550
인콘,r083640
차바이오텍,r085660
현대글로비스,r086280
대봉엘에스,r078140
와이엔텍,r067900
케이엠,r083550
티비에이치글로벌,r084870
수성,r084180
하나금융지주,r086790
한국코퍼레이션,r050540
제일연마,r001560
모다이노칩,r080420
비에이치아이,r083650
EMW,r079190
GV,r045890
현대리바트,r079430
루미마이크로,r082800
자연과환경,r043910
와토스코리아,r079000
대한제강,r084010
인프라웨어,r041020
두올산업,r078590
서린바이오,r038070
새론오토모티브,r075180
그린케미칼,r083420
가비아,r079940
덕산하이메탈,r077360
아바코,r083930
하나마이크론,r067310
삼우엠스,r082660
엘오티베큠,r083310
이상네트웍스,r080010
동북아12호선박투자,r083370
동북아13호선박투자,r083380
대상홀딩스,r084690
아리온,r058220
코아스,r071950
메디포스트,r078160
우리이티아이,r082850
모두투어,r080160
이월드,r084680
동양고속,r084670
한미반도체,r042700
가온미디어,r078890
쏠리드,r050890
동일산업,r004890
옵트론텍,r082210
젬백스,r082270
플랜티넷,r075130
에스제이케이,r080440
삼호개발,r010960
금호타이어,r073240
이노와이어리스,r073490
인베니아,r079950
동양이엔피,r079960
제주반도체,r080220
한창산업,r079170
디이엔티,r079810
에스엔유,r080000
iMBC,r052220
서산,r079650
KMH하이텍,r052900
손오공,r066910
미래컴퍼니,r049950
아이크래프트,r052460
CJ CGV,r079160
일진다이아,r081000
메가스터디,r072870
케이에스피,r073010
KG모빌리언스,r046440
대주전자재료,r078600
텔레칩스,r054450
HB테크놀러지,r078150
도이치모터스,r067990
유니드,r014830
토비스,r051360
케이디 네이쳐 엔 바이오,r072520
상신브레이크,r041650
국일제지,r078130
DMS,r068790
사조해표,r079660
인팩,r023810
일경산업개발,r078940
시너지이노베이션,r048870
신성델타테크,r065350
GS,r078930
유니퀘스트,r077500
다스코,r058730
한국경제TV,r039340
LG디스플레이,r034220
다날,r064260
텔코웨어,r078000
형지I&C,r011080
휘닉스소재,r050090
코엔텍,r029960
와이비엠넷,r057030
CS,r065770
아미노로직스,r074430
한컴지엠디,r077280
테라젠이텍스,r066700
디에이피,r066900
한양디지텍,r078350
STX엔진,r077970
동국알앤에스,r075970
라이트론,r069540
듀오백,r073190
삼진엘앤디,r054090
에스텍파마,r041910
NICE,r034310
대교,r019680
에스모,r073070
스포츠서울,r039670
세진티에스,r067770
한솔인티큐브,r070590
삼원테크,r073640
피엠지파마,r073570
우주일렉트로,r065680
토필드,r057880
기업은행,r024110
나노메딕스,r074610
버킷스튜디오,r066410
아이리버,r060570
아프리카TV,r067160
원익QnC,r074600
로체시스템즈,r071280
에버다임,r041440
에스텍,r069510
오텍,r067170
키이스트,r054780
한솔홈데코,r025750
중앙백신,r072020
휴비츠,r065510
우리산업홀딩스,r072470
디지털대성,r068930
코스온,r069110
이수페타시스,r007660
강원랜드,r035250
유아이디,r069330
티씨케이,r064760
YG PLUS,r037270
아모텍,r052710
농심홀딩스,r072710
웰크론,r065950
파워로직스,r047310
한국금융지주,r071050
신스타임즈,r056000
이라이콤,r041520
녹원씨엔아이,r065560
유엔젤,r072130
SBS,r034120
홈캐스트,r064240
씨씨에스,r066790
웹젠,r069080
엔씨소프트,r036570
하이스틸,r071090
대화제약,r067080
우수AMS,r066590
JW신약,r067290
하츠,r066130
SBS콘텐츠허브,r046140
빅텍,r065450
탑엔지니어링,r065130
DSR제강,r069730
이루온,r065440
태경화학,r006890
재영솔루텍,r049630
한국큐빅,r021650
인터플렉스,r051370
메디프론,r065650
삼영이엔씨,r065570
브레인콘텐츠,r066980
리더스코스메틱,r016100
한농화성,r011500
바이오빌,r065940
케이피엠테크,r042040
엘앤에프,r066970
디스플레이텍,r066670
와이오엠,r066430
초록뱀,r047820
에프앤리퍼블릭,r064090
쎌바이오텍,r049960
NE능률,r053290
바른전자,r064520
현대백화점,r069960
KG이니시스,r035600
넥스트BT,r065170
대호에이엘,r069460
파라다이스,r034230
대웅제약,r069620
에너전트,r041590
마니커,r027740
S&T홀딩스,r036530
휴켐스,r069260
새로닉스,r042600
세종공업,r033530
오리엔트정공,r065500
퍼시픽바이오,r060900
국보디자인,r066620
에스아이리소스,r065420
와이디온라인,r052770
필링크,r064800
포스코강판,r058430
리노스,r039980
현대바이오,r048410
삼성출판사,r068290
에프티이앤이,r065160
세이브존I&C,r067830
에스피지,r058610
토탈소프트,r045340
교보증권,r030610
대진디엠피,r065690
서호전기,r065710
한샘,r009240
한프,r066110
서울리거,r043710
홈센타홀딩스,r060560
아비코전자,r036010
큐렉소,r060280
제낙스,r065620
이그잭스,r060230
옴니텔,r057680
우원개발,r046940
신세계건설,r034300
인선이엔티,r060150
전파기지국,r065530
SM Life Design,r063440
우신시스템,r017370
지어소프트,r051160
지엔코,r065060
셀루메드,r049180
KH바텍,r060720
알에프텍,r061040
에스폴리텍,r050760
이랜텍,r054210
라이브플렉스,r050120
케이피티유,r054410
3S,r060310
LG전자,r066570
화일약품,r061250
오상자이엘,r053980
한국콜마홀딩스,r024720
농우바이오,r054050
케이엘넷,r039420
S&T모티브,r064960
에스티아이,r039440
잉크테크,r049550
대한뉴팜,r054670
씨티씨바이오,r060590
인탑스,r049070
KT서브마린,r060370
피씨디렉트,r051380
현진소재,r053660
광주신세계,r037710
구영테크,r053270
한국기업평가,r034950
뉴보텍,r060260
동양에스텍,r060380
백금T&A,r046310
슈펙스비앤피,r058530
고려신용정보,r049720
제일바이오,r052670
서울반도체,r046890
아가방컴퍼니,r013990
일야,r058450
미코,r059090
에이앤티앤,r050320
유신,r054930
프럼파스트,r035200
한국컴퓨터,r054040
대동스틸,r048470
레드로버,r060300
링네트,r042500
제이웨이,r058420
큐로컴,r040350
팬스타엔터프라이즈,r054300
피앤텔,r054340
한빛소프트,r047080
일진디스플,r020760
NHN한국사이버결제,r060250
금강철강,r053260
룽투코리아,r060240
포스링크,r056730
SKC 솔믹스,r057500
동아화성,r041930
비츠로시스,r054220
오리엔탈정공,r014940
필룩스,r033180
크로바하이텍,r043590
리노공업,r058470
성우테크론,r045300
에스에프에이,r056190
신화인터텍,r056700
엑사이엔씨,r054940
평화정공,r043370
종근당바이오,r063160
APS홀딩스,r054620
코위버,r056360
성호전자,r043260
UCI,r038340
YW,r051390
삼영엠텍,r054540
이니텍,r053350
에이디칩스,r054630
유진로봇,r056080
태웅,r044490
경남제약,r053950
삼보모터스,r053700
포스코켐텍,r003670
한컴시큐어,r054920
코미팜,r041960
프리엠스,r053160
코나아이,r052400
중앙오션,r054180
SGA,r049470
지에스이,r053050
팜스웰바이오,r043090
소리바다,r053110
아이디스홀딩스,r054800
코데즈컴바인,r047770
안랩,r053800
신한지주,r055550
YTN,r040300
CMG제약,r058820
JYP Ent.,r035900
한국테크놀로지,r053590
KCC건설,r021320
세동,r053060
프로텍,r053610
액토즈소프트,r052790
세코닉스,r053450
바이넥스,r053030
오성첨단소재,r052420
코웨이,r021240
태양,r053620
W홀딩컴퍼니,r052300
유아이엘,r049520
대원미디어,r048910
중앙리빙테크,r051980
세아홀딩스,r058650
CJ프레시웨이,r051500
파인디앤씨,r049120
디지아이,r043360
코텍,r052330
한네트,r052600
에스티큐브,r052020
에이치엘비파워,r043220
스카이문스테크놀로지,r033790
큐로홀딩스,r051780
이에스에이,r052190
나라엠앤디,r051490
에코바이오,r038870
에이텍,r045660
SK바이오랜드,r052260
대아티아이,r045390
캠시스,r050110
SFA반도체,r036540
LG생활건강,r051900
LG화학,r051910
대우건설,r047040
포스코대우,r047050
대우조선해양,r042660
두산인프라코어,r042670
삼표시멘트,r038500
진양화학,r051630
SM C&C,r048550
승일,r049830
조광ILI,r044060
피에스엠씨,r024850
TPC,r048770
코메론,r049430
바이오제네틱스,r044480
삼화네트웍스,r046390
성광벤드,r014620
유라테크,r048430
삼현철강,r017480
오픈베이스,r049480
KCI,r036670
라온시큐어,r042510
오로라,r039830
금화피에스시,r036190
코다코,r046070
인바디,r041830
고려제약,r014570
크린앤사이언스,r045520
포스코 ICT,r022100
동원F&B,r049770
에이코넬,r033600
KD건설,r044180
이글벳,r044960
아즈텍WB,r032080
두산중공업,r034020
오리콤,r010470
위닉스,r044340
상지카일룸,r042940
한국내화,r010040
엔피케이,r048830
삼천당제약,r000250
에이치케이,r044780
정원엔시스,r045510
한양이엔지,r045100
누리텔레콤,r040160
에쎈테크,r043340
국순당,r043650
엘컴텍,r037950
이오테크닉스,r039030
상상인,r038540
서울제약,r018680
나노엔텍,r039860
파나진,r046210
오공,r045060
솔고바이오,r043100
현대정보기술,r026180
비츠로테크,r042370
코아시아홀딩스,r045970
정상제이엘에스,r040420
진양제약,r007370
넥슨지티,r041140
지니뮤직,r043610
진성티이씨,r036890
현대통신,r039010
삼아제약,r009300
파루,r043200
에스씨디,r042110
한국정보공학,r039740
디오,r039840
네오위즈홀딩스,r042420
다산네트웍스,r039560
바이오스마트,r038460
에이아이비트,r039230
우리기술,r032820
안국약품,r001540
골드퍼시픽,r038530
세중,r039310
우리기술투자,r041190
HRS,r036640
에스에이엠티,r031330
NICE평가정보,r030190
위즈코프,r038620
이건홀딩스,r039020
파인디지털,r038950
나이스정보통신,r036800
SG&G,r040610
아이에이,r038880
에스넷,r038680
에스엠,r041510
쌍용정보통신,r010280
쎄니트,r037760
대성미생물,r036480
에코플라스틱,r038110
제이콘텐트리,r036420
케이엠더블유,r032500
화성밸브,r039610
경남스틸,r039240
마크로젠,r038290
희림,r037440
레드캡투어,r038390
GS홈쇼핑,r028150
솔브레인,r036830
에프에스티,r036810
코맥스,r036690
EG,r037370
버추얼텍,r036620
성도이엔지,r037350
제일테크노스,r038010
한세예스24홀딩스,r016450
무림SP,r001810
세종텔레콤,r036630
심텍홀딩스,r036710
파세코,r037070
영풍정밀,r036560
이테크건설,r016250
KTH,r036030
서희건설,r035890
주성엔지니어링,r036930
대성홀딩스,r016710
다우데이타,r032190
동진쎄미켐,r005290
선광,r003100
씨티젠,r036170
영인프런티어,r036180
제이에스티나,r026040
한국팩키지,r037230
삼지전자,r037460
우리조명,r037400
대원제약,r003220
한국가스공사,r036460
SK머티리얼즈,r036490
네패스,r033640
인지디스플레,r037330
위지트,r036090
유니셈,r036200
유성티엔에스,r024800
이매진아시아,r036260
코리아나,r027050
SCI평가정보,r036120
더블유에프엠,r035290
서울전자통신,r027040
대성창투,r027830
예림당,r036000
미래아이앤지,r007120
CJ ENM,r035760
이지바이오,r035810
기산텔레콤,r035460
마제스타,r035480
화천기공,r000850
팜스코,r036580
케이티앤지,r033780
현대중공업,r009540
디씨엠,r024090
바른손이앤에이,r035620
솔본,r035610
시공테크,r020710
신일제약,r012790
조아제약,r034940
AK홀딩스,r006840
대한유화,r006650
백산,r035150
지투알,r035000
체시스,r033250
인성정보,r033230
인터파크홀딩스,r035080
동국산업,r005160
매일홀딩스,r005990
해성산업,r034810
자화전자,r033240
케이티,r030200
하이트론씨스템즈,r019490
녹십자셀,r031390
디에스티,r033430
제일기획,r030000
한국정보통신,r025770
파라텍,r033540
동성화인텍,r033500
디피씨,r026890
케이씨,r029460
드래곤플라이,r030350
디케이디앤아이,r033310
엠케이전자,r033160
제이씨현시스템,r033320
포스코엠텍,r009520
스페코,r013810
좋은사람들,r033340
대원화성,r024890
모아텍,r033200
코웰패션,r033290
코콤,r015710
E1,r017940
SK가스,r018670
다우기술,r023590
영보화학,r014440
이디,r033110
제룡전기,r033100
제이엠아이,r033050
디지틀조선,r033130
바이온,r032980
와이지-원,r019210
특수건설,r026150
아이즈비전,r031310
SKC,r011790
동일기연,r032960
소프트센,r032680
원익,r032940
원풍물산,r008290
웰바이오텍,r010600
한국주강,r025890
삼진,r032750
GMR 머티리얼즈,r032860
비트컴퓨터,r032850
엠젠플러스,r032790
판타지오,r032800
덕양산업,r024900
부산도시가스,r015350
에쓰씨엔지니어링,r023960
인지컨트롤스,r023800
유비케어,r032620
피델릭스,r032580
TJ미디어,r032540
휴맥스홀딩스,r028080
삼일,r032280
경동인베스트,r012320
뉴인텍,r012340
에스제이엠홀딩스,r025530
오스템,r031510
콤텍시스템,r031820
에스마크,r030270
엔에스엔,r031860
피에스케이,r031980
SK하이닉스,r000660
MH에탄올,r023150
국동,r005320
동남합성,r023450
삼성엔지니어링,r028050
신도리코,r029530
예스코홀딩스,r015360
퍼시스,r016800
세보엠이씨,r011560
한일단조,r024740
WISCOM,r024070
동원수산,r030720
미래산업,r025560
KTB투자증권,r030210
양지사,r030960
HDC,r012630
광전자,r017900
한국단자공업,r025540
원익홀딩스,r030530
한글과컴퓨터,r030520
메이슨캐피탈,r021880
대호피앤씨,r021040
바른테크놀로지,r029480
디아이,r003160
신성이엔지,r011930
티에이치엔,r019180
한온시스템,r018880
미래SCI,r028040
에이치엘비,r028300
팜스토리,r027710
세원정공,r021820
세하,r027970
영풍제지,r006740
유니온,r000910
키다리스튜디오,r020120
한섬,r020000
현대엘리베이터,r017800
환인제약,r016580
삼보판지,r023600
삼목에스폼,r018310
에이스침대,r003800
원익큐브,r014190
계룡건설산업,r013580
두산건설,r011160
서원,r021050
에스원,r012750
태경산업,r015890
한화갤러리아타임월드,r027390
리드코프,r012700
유니슨,r018000
아난티,r025980
광진실업,r026910
인터엠,r017250
신대양제지,r016590
유양디앤유,r011690
남해화학,r025860
동원금속,r018500
성안,r011300
성우하이텍,r015750
대신정보통신,r020180
서부T&D,r006730
경인양행,r012610
풀무원,r017810
현대상선,r011200
서울도시가스,r017390
이구산업,r025820
동신건설,r025950
동화기업,r025900
에넥스,r011090
에이프로젠 KIC,r007460
제이준코스메틱,r025620
한국카본,r017960
신라에스지,r025870
케이씨피드,r025880
한탑,r002680
한국선재,r025550
대성엘텍,r025440
시노펙스,r025320
PN풍년,r024940
삼천리자전거,r024950
보령메디앙스,r014100
갑을메탈,r024840
경창산업,r024910
대륙제관,r004780
동원개발,r013120
세원물산,r024830
이화전기,r024810
케이피에프,r024880
KPX케미칼,r025000
지코,r010580
태평양물산,r007980
KB오토시스,r024120
신원종합개발,r017000
흥구석유,r024060
대한약품,r023910
아트라스BX,r023890
이화공영,r001840
풍국주정,r023900
대림제지,r017650
대한광통신,r010170
동일철강,r023790
플레이위드,r023770
한국캐피탈,r023760
한일사료,r005860
KC그린홀딩스,r009440
문배철강,r008420
웅진,r016880
서연전자,r012860
CNH,r023460
국영지앤엠,r006050
유진기업,r023410
제일제강,r023440
보성파워텍,r006910
지엠피,r018290
태광,r023160
오뚜기,r007310
일정실업,r008500
한라,r014790
영신금속,r007530
LS산전,r010120
신라섬유,r001000
원일특강,r012620
서한,r011370
대양금속,r009190
이화산업,r000760
동원시스템즈,r014820
바른손,r018700
부방,r014470
삼성중공업,r010140
모토닉,r009680
화신,r010690
대명코퍼레이션,r007720
대양제지,r006580
유니크,r011320
진로발효,r018120
청보산업,r013720
삼보산업,r009620
푸드웰,r005670
푸른저축은행,r007330
피제이전자,r006140
그랜드백화점,r019010
엠에스씨,r009780
삼화페인트공업,r000390
데코앤이,r017680
행남사,r008800
경동나비엔,r009450
대동금속,r020400
광림,r014200
대원산업,r005710
큐캐피탈,r016600
한국가구,r004590
포비스티앤씨,r016670
중앙에너비스,r000440
DB,r012030
삼광글라스,r005090
삼륭물산,r014970
대림비앤코,r005750
경동제약,r011040
원풍,r008370
네이처셀,r007390
삼일기업공사,r002290
일지테크,r019540
한일화학,r007770
한국알콜,r017890
대주산업,r003310
글로본,r019660
대한해운,r005880
메리츠종금증권,r008560
세명전기,r017510
휴니드테크놀러지스,r005870
수산중공업,r017550
에이티넘인베스트,r021080
롯데케미칼,r011170
대동기어,r008830
세아베스틸,r001430
호텔신라,r008770
백광소재,r014580
화승알앤에이,r013520
신흥,r004080
화승인더스트리,r006060
극동유화,r014530
고려산업,r002140
피에스텍,r002230
대현,r016090
동국실업,r001620
광명전기,r017040
부산산업,r011390
STX,r011810
고려아연,r010130
코센,r009730
청호컴넷,r012600
우리들제약,r004720
무림페이퍼,r009200
현대차증권,r001500
금비,r008870
대동전자,r008110
원림,r005820
서흥,r008490
성문전자,r014910
넥스트사이언스,r003580
일진홀딩스,r015860
대영포장,r014160
영화금속,r012280
신풍제약,r019170
동성제약,r002210
카스,r016920
키위미디어그룹,r012170
한올바이오파마,r009420
하이록코리아,r013030
유니켐,r011330
대창,r012800
국보,r001140
일성건설,r013360
까뮤이앤씨,r013700
보락,r002760
선도전기,r007610
씨아이테크,r004920
광동제약,r009290
갤럭시아에스엠,r011420
남성,r004270
KISCO홀딩스,r001940
태영건설,r009410
한국특수형강,r007280
한솔로지스틱스,r009180
삼양통상,r002170
SK텔레콤,r017670
진양폴리우레탄,r010640
미창석유공업,r003650
삼익THK,r004380
미원상사,r002840
서연,r007860
SBI인베스트먼트,r019550
세우글로벌,r013000
현대모비스,r012330
메디플란트,r015540
KG케미칼,r001390
대우부품,r009320
현대해상,r001450
현대그린푸드,r005440
한국전력공사,r015760
국도화학,r007690
녹십자,r006280
SIMPAC,r009160
윌비스,r008600
대창단조,r015230
사조산업,r007160
한익스프레스,r014130
사조동아원,r008040
경인전자,r009140
무림P&P,r009580
인디에프,r014990
한솔피엔에스,r010420
디와이,r013570
방림,r003610
큐로,r015590
한솔케미칼,r014680
퍼스텍,r010820
엠벤처투자,r019590
제미니투자,r019570
동원산업,r006040
대덕전자,r008060
한성기업,r003680
모헨즈,r006920
이스타코,r015020
태림포장,r011280
아세아제지,r002310
화천기계,r010660
CJ씨푸드,r011150
신화실업,r001770
조일알미늄,r018470
에스엘,r005850
영원무역홀딩스,r009970
더존비즈온,r012510
보령제약,r003850
폴루스바이오팜,r007630
이건산업,r008250
모나리자,r012690
대구백화점,r006370
우성사료,r006980
유성기업,r002920
한일철강,r002220
삼익악기,r002450
화성산업,r002460
디티알오토모티브,r007340
골든브릿지증권,r001290
보해양조,r000890
혜인,r003010
금강공업,r014280
엔케이물산,r009810
율촌화학,r008730
신원,r009270
동방,r004140
한국쉘석유,r002960
부광약품,r003000
풍산홀딩스,r005810
부국증권,r001270
계양전기,r012200
한솔테크닉스,r004710
동성화학,r005190
DB금융투자,r016610
한미사이언스,r008930
삼진제약,r005500
포스코,r005490
범양건영,r002410
파미셀,r005690
동국제강,r001230
대원전선,r006340
이수화학,r005950
삼성증권,r016360
삼영무역,r002810
한양증권,r001750
금호석유화학,r011780
유안타증권,r003470
제일파마홀딩스,r002620
에이엔피,r015260
한창제지,r009460
넥센,r005720
삼성공조,r006660
세방전지,r004490
진원생명과학,r011000
참엔지니어링,r009310
한국프랜지공업,r010100
코스모신소재,r005070
덕성,r004830
신영증권,r001720
유진증권,r001200
유화증권,r003460
한신기계공업,r011700
코스모화학,r005420
가온전선,r000500
S-Oil,r010950
한화에어로스페이스,r012450
삼화전자공업,r011230
현대제철,r004020
써니전자,r004770
현대비앤지스틸,r004560
사조오양,r006090
한화투자증권,r003530
삼화전기,r009470
SK증권,r001510
평화홀딩스,r010770
일신석재,r007110
동부제철,r016380
아이에스동서,r010780
SH에너지화학,r002360
대한화섬,r003830
코리아써키트,r007810
신세계,r004170
OCI,r010060
삼일제약,r000520
인스코비,r006490
일성신약,r003120
현대건설,r000720
TCC동양,r002710
에이프로젠제약,r003060
F&F,r007700
아남전자,r008700
현대미포조선,r010620
GS건설,r006360
삼아알미늄,r006110
한국전자홀딩스,r006200
삼성SDI,r006400
삼성전기,r009150
고려개발,r004200
동부건설,r005960
케이씨티시,r009070
코오롱글로벌,r003070
빙그레,r005180
녹십자홀딩스,r005250
신한,r005450
조선내화,r000480
현대약품,r004310
남양유업,r003920
남선알미늄,r008350
한국화장품제조,r003350
삼호,r001880
현대종합상사,r011760
LS,r006260
SK네트웍스,r001740
경농,r002100
티웨이홀딩스,r004870
동방아그로,r007590
송원산업,r004430
진흥기업,r002780
한국석유공업,r004090
천일고속,r000650
대원강업,r000430
만호제강,r001080
조광피혁,r004700
세방,r004360
동양철관,r008970
대유에이텍,r002880
남광토건,r001260
삼영전자공업,r005680
신영와코루,r005800
오리엔트바이오,r002630
조비,r001550
한국공항,r005430
조광페인트,r004910
삼천리,r004690
성보화학,r003080
조흥,r002600
금양,r001570
사조대림,r003960
남영비비안,r002070
S&T중공업,r003570
한신공영,r004960
농심,r004370
삼영화학공업,r003720
성신양회,r004980
신라교역,r004970
신풍제지,r002870
종근당홀딩스,r001630
크라운해태홀딩스,r005740
한독,r002390
SG충방,r001380
SK디스커버리,r006120
샘표,r007540
흥아해운,r003280
GS글로벌,r001250
금호산업,r002990
삼부토건,r001470
삼화콘덴서공업,r001820
페이퍼코리아,r001020
동양,r001520
한화,r000880
JW중외제약,r001060
영풍,r000670
백광산업,r001340
성창기업지주,r000180
한창,r005110
삼화왕관,r004450
KR모터스,r000040
고려제강,r002240
태양금속공업,r004100
선창산업,r002820
DRB동일,r004840
넥센타이어,r002350
SG세계물산,r004060
롯데정밀화학,r004000
동화약품,r000020
대림산업,r000210
LG상사,r001120
국제약품,r002720
태광산업,r003240
부산주공,r005030
한일현대시멘트,r006390
CS홀딩스,r000590
신성통상,r005390
DB하이텍,r000990
대림통상,r006570
유유제약,r000220
강남제비스코,r000860
대신증권,r003540
NH투자증권,r005940
미래에셋대우,r006800
신일산업,r002700
삼성제약,r001360
삼성화재해상보험,r000810
삼양식품,r003230
한화손해보험,r000370
NI스틸,r008260
일동홀딩스,r000230
대동공업,r000490
오리온홀딩스,r001800
깨끗한나라,r004540
태원물산,r001420
코오롱,r002020
삼성전자,r005930
대유플러스,r000300
BYC,r001460
쌍용자동차,r003620
쌍용양회공업,r003410
SPC삼립,r005610
흥국화재,r000540
우리종금,r010050
일양약품,r007570
한진,r002320
한국수출포장공업,r002200
현대자동차,r005380
모나미,r005360
한화케미칼,r009830
아세아,r002030
카프로,r006380
롯데지주,r004990
대한방직,r001070
서울식품공업,r004410
아이에이치큐,r003560
LS네트웍스,r000680
금호전기,r001210
알보젠코리아,r002250
하이트진로홀딩스,r000140
노루홀딩스,r000320
기아자동차,r000270
효성,r004800
CJ,r001040
두산,r000150
휴스틸,r005010
DB손해보험,r005830
대웅,r003090
동양물산기업,r002900
진양산업,r003780
영진약품,r003520
케이씨씨,r002380
롯데칠성음료,r005300
일신방직,r003200
롯데푸드,r002270
아모레퍼시픽그룹,r002790
제주은행,r006220
한솔홀딩스,r004150
벽산,r007210
한국제지,r002300
롯데손해보험,r000400
대한제분,r001130
대상,r001680
LG,r003550
동아쏘시오홀딩스,r000640
코리안리,r003690
한국주철관공업,r000970
한일홀딩스,r003300
엔피씨,r004250
세아제강지주,r003030
대한전선,r001440
대한제당,r001790
삼양홀딩스,r000070
세기상사,r002420
한국타이어월드와이드,r000240
전방,r000950
대한항공,r003490
동일방직,r001530
유한양행,r000100
CJ대한통운,r000120
메리츠화재,r000060
경방,r000050
유수홀딩스,r000700
한진중공업홀딩스,r003480
